Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1922,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC2\PEC2_20220522_071500.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.1436,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC2\PEC2_20220522_071500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1193,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC2\PEC2_20220522_071500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1257,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC2\PEC2_20220522_071500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1317,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC2\PEC2_20220522_071500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1786,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC2\PEC2_20220522_071500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1626,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC2\PEC2_20220522_071500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1130,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC2\PEC2_20220522_071500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1299,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC2\PEC2_20220522_071500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1202,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC2\PEC2_20220522_071500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1230,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC2\PEC2_20220522_071500.wav
