,filename,Start (s),End (s),Confidence,label
311,ARM1_20220609_230000_011.wav,0.0,3.0,0.8235,veheng
312,ARM1_20220609_230000_012.wav,0.0,3.0,0.8357,veheng
313,ARM1_20220609_230000_013.wav,0.0,3.0,0.8903,veheng
314,ARM1_20220609_230000_014.wav,0.0,3.0,0.806,veheng
315,ARM1_20220609_230000_015.wav,0.0,3.0,0.7788,veheng
316,ARM1_20220609_230000_016.wav,0.0,3.0,0.8042,veheng
317,ARM1_20220609_230000_017.wav,0.0,3.0,0.694,veheng
318,ARM1_20220609_230000_018.wav,0.0,3.0,0.732,veheng
319,ARM1_20220609_230000_019.wav,0.0,3.0,0.5861,veheng
320,ARM1_20220614_211500_000.wav,0.0,3.0,0.4517,veheng
321,ARM1_20220614_211500_001.wav,0.0,3.0,0.6074,veheng
322,ARM1_20220614_211500_002.wav,0.0,3.0,0.694,veheng
323,ARM1_20220614_211500_003.wav,0.0,3.0,0.7533,veheng
324,ARM1_20220614_211500_004.wav,0.0,3.0,0.5748,veheng
325,ARM1_20220614_211500_005.wav,0.0,3.0,0.6529,veheng
326,ARM1_20220614_211500_006.wav,0.0,3.0,0.6902,veheng
327,ARM1_20220614_211500_007.wav,0.0,3.0,0.7498,veheng
328,ARM1_20220614_211500_008.wav,0.0,3.0,0.5488,veheng
329,ARM1_20220614_211500_009.wav,0.0,3.0,0.6029,veheng
330,ARM1_20220614_211500_010.wav,0.0,3.0,0.473,veheng
331,ARM1_20220614_211500_011.wav,0.0,3.0,0.5332,veheng
332,ARM1_20220614_211500_012.wav,0.0,3.0,0.5494,veheng
333,ARM1_20220614_211500_013.wav,0.0,3.0,0.5167,veheng
334,ARM1_20220614_211500_014.wav,0.0,3.0,0.7085,veheng
335,ARM1_20220614_211500_015.wav,0.0,3.0,0.8157,veheng
336,ARM1_20220614_211500_016.wav,0.0,3.0,0.9363,veheng
337,ARM1_20220614_211500_017.wav,0.0,3.0,0.9438,veheng
338,ARM1_20220614_211500_018.wav,0.0,3.0,0.9148,veheng
339,ARM1_20220614_211500_019.wav,0.0,3.0,0.8652,veheng
340,ARM1_20220615_013000_000.wav,0.0,3.0,0.9345,veheng
341,ARM1_20220615_013000_001.wav,0.0,3.0,0.9461,veheng
342,ARM1_20220615_013000_002.wav,0.0,3.0,0.8604,veheng
343,ARM1_20220615_013000_003.wav,0.0,3.0,0.9243,veheng
344,ARM1_20220615_013000_004.wav,0.0,3.0,0.8067,veheng
345,ARM1_20220615_013000_005.wav,0.0,3.0,0.6973,veheng
346,ARM1_20220615_013000_006.wav,0.0,3.0,0.8626,veheng
347,ARM1_20220615_013000_007.wav,0.0,3.0,0.8941,veheng
348,ARM1_20220615_013000_008.wav,0.0,3.0,0.9291,veheng
349,ARM1_20220615_013000_009.wav,0.0,3.0,0.8289,veheng
350,ARM1_20220615_013000_010.wav,0.0,3.0,0.8223,veheng
351,ARM1_20220615_013000_011.wav,0.0,3.0,0.8578,veheng
352,ARM1_20220615_013000_012.wav,0.0,3.0,0.8002,veheng
353,ARM1_20220615_013000_013.wav,0.0,3.0,0.8537,veheng
354,ARM1_20220615_013000_014.wav,0.0,3.0,0.8654,veheng
355,ARM1_20220615_013000_015.wav,0.0,3.0,0.8656,veheng
356,ARM1_20220615_013000_016.wav,0.0,3.0,0.8394,veheng
357,ARM1_20220615_013000_017.wav,0.0,3.0,0.8641,veheng
358,ARM1_20220615_013000_018.wav,0.0,3.0,0.8565,veheng
359,ARM1_20220615_013000_019.wav,0.0,3.0,0.7682,veheng
360,ARM1_20220617_033000_000.wav,0.0,3.0,0.6234,veheng
361,ARM1_20220617_033000_001.wav,0.0,3.0,0.6484,veheng
362,ARM1_20220617_033000_002.wav,0.0,3.0,0.5851,veheng
363,ARM1_20220617_033000_003.wav,0.0,3.0,0.6516,veheng
364,ARM1_20220617_033000_004.wav,0.0,3.0,0.5939,veheng
365,ARM1_20220617_033000_005.wav,0.0,3.0,0.5355,veheng
366,ARM1_20220617_033000_006.wav,0.0,3.0,0.6182,veheng
367,ARM1_20220617_033000_007.wav,0.0,3.0,0.5252,veheng
368,ARM1_20220617_033000_008.wav,0.0,3.0,0.7485,veheng
369,ARM1_20220617_033000_009.wav,0.0,3.0,0.7291,veheng
370,ARM1_20220617_033000_010.wav,0.0,3.0,0.5993,veheng
371,ARM1_20220617_033000_011.wav,0.0,3.0,0.6787,veheng
372,ARM1_20220617_033000_012.wav,0.0,3.0,0.5074,veheng
373,ARM1_20220617_033000_013.wav,0.0,3.0,0.6962,veheng
374,ARM1_20220617_033000_014.wav,0.0,3.0,0.6123,veheng
375,ARM1_20220617_033000_015.wav,0.0,3.0,0.7588,veheng
376,ARM1_20220617_033000_016.wav,0.0,3.0,0.6922,veheng
377,ARM1_20220617_033000_017.wav,0.0,3.0,0.6251,veheng
378,ARM1_20220617_033000_018.wav,0.0,3.0,0.6793,veheng
379,ARM1_20220617_033000_019.wav,0.0,3.0,0.5247,veheng
380,ARM1_20220621_143000_000.wav,0.0,3.0,0.7952,veheng
381,ARM1_20220621_143000_001.wav,0.0,3.0,0.8313,veheng
382,ARM1_20220621_143000_002.wav,0.0,3.0,0.8333,veheng
383,ARM1_20220621_143000_003.wav,0.0,3.0,0.7932,veheng
384,ARM1_20220621_143000_004.wav,0.0,3.0,0.7051,veheng
385,ARM1_20220621_143000_005.wav,0.0,3.0,0.7615,veheng
