Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Marmota marmota,Alpine Marmot,0.1371,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN2\VTN2_20220717_214500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1954,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN2\VTN2_20220717_214500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1227,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN2\VTN2_20220717_214500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1010,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN2\VTN2_20220717_214500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1228,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN2\VTN2_20220717_214500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1258,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN2\VTN2_20220717_214500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1208,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN2\VTN2_20220717_214500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1264,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN2\VTN2_20220717_214500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1063,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN2\VTN2_20220717_214500.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1007,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN2\VTN2_20220717_214500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1094,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN2\VTN2_20220717_214500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1224,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN2\VTN2_20220717_214500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1786,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN2\VTN2_20220717_214500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1581,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN2\VTN2_20220717_214500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1946,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN2\VTN2_20220717_214500.wav
