Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1541,D:/ORCHAMP_SON_2022/recs\ASP5\File6275.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.1162,D:/ORCHAMP_SON_2022/recs\ASP5\File6275.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.3863,D:/ORCHAMP_SON_2022/recs\ASP5\File6275.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1553,D:/ORCHAMP_SON_2022/recs\ASP5\File6275.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1131,D:/ORCHAMP_SON_2022/recs\ASP5\File6275.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1277,D:/ORCHAMP_SON_2022/recs\ASP5\File6275.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1907,D:/ORCHAMP_SON_2022/recs\ASP5\File6275.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.2168,D:/ORCHAMP_SON_2022/recs\ASP5\File6275.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.2190,D:/ORCHAMP_SON_2022/recs\ASP5\File6275.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1315,D:/ORCHAMP_SON_2022/recs\ASP5\File6275.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1348,D:/ORCHAMP_SON_2022/recs\ASP5\File6275.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1670,D:/ORCHAMP_SON_2022/recs\ASP5\File6275.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1939,D:/ORCHAMP_SON_2022/recs\ASP5\File6275.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1872,D:/ORCHAMP_SON_2022/recs\ASP5\File6275.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.3556,D:/ORCHAMP_SON_2022/recs\ASP5\File6275.wav
