Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1050,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.1590,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1452,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1890,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.2347,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1575,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1886,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.2188,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.2330,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.2085,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.2152,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.2373,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.3022,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.2881,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.3030,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.2438,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.2505,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.2884,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.2323,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.3693,D:/ORCHAMP_SON_2022/recs\ASP5\File8488.wav
