Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1631,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.2129,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1513,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1746,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.3317,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1847,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1272,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1112,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1755,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1112,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1003,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1637,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.2359,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1945,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1349,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.2232,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1803,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.2110,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1283,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.2035,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220516_204500.wav
