Start (s),End (s),Scientific name,Common name,Confidence,File
6.0,9.0,Marmota marmota,Alpine Marmot,0.1287,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220820_024500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1119,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220820_024500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1167,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220820_024500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1448,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220820_024500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1116,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220820_024500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1411,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220820_024500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1919,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220820_024500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1247,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220820_024500.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1556,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220820_024500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1382,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220820_024500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1227,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220820_024500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1221,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220820_024500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1166,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220820_024500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1371,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220820_024500.wav
