Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1342,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220813_173000.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.1632,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220813_173000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1552,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220813_173000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1910,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220813_173000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.2272,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220813_173000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1614,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220813_173000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1066,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220813_173000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1869,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220813_173000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.3405,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220813_173000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1468,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220813_173000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1017,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220813_173000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1275,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220813_173000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1337,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220813_173000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1712,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220813_173000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1215,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220813_173000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1561,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220813_173000.wav
