Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1107,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.1641,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1689,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1430,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1312,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1869,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1507,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1534,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1233,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1653,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1267,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1221,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.3093,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1481,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1437,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1097,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.3343,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1162,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220703_110000.wav
