Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1325,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220811_170000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1182,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220811_170000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1065,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220811_170000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1032,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220811_170000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1097,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220811_170000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1054,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220811_170000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.2132,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220811_170000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1493,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220811_170000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1195,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220811_170000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1155,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220811_170000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1170,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220811_170000.wav
