Start (s),End (s),Scientific name,Common name,Confidence,File
6.0,9.0,Marmota marmota,Alpine Marmot,0.3342,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220626_083000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.2666,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220626_083000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1416,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220626_083000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.5073,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220626_083000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.4355,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220626_083000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.3818,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220626_083000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.2341,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220626_083000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.2026,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220626_083000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.2577,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220626_083000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1182,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220626_083000.wav
