Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1679,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.1359,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1350,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1536,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.2431,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.2784,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.2835,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1722,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1330,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1251,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1078,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1187,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1404,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1310,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1368,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1444,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.2462,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.4192,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.2936,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220731_220000.wav
