Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.2124,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220717_104500.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.1343,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220717_104500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1039,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220717_104500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1043,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220717_104500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1338,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220717_104500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.2031,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220717_104500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.4763,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220717_104500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.4022,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220717_104500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.2901,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220717_104500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.2885,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220717_104500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.4692,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220717_104500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.6130,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220717_104500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.3771,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220717_104500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.3298,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220717_104500.wav
