Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Marmota marmota,Alpine Marmot,0.1230,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220903_144500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.5975,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220903_144500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1305,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220903_144500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1004,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220903_144500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.5848,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220903_144500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1056,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220903_144500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.3685,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220903_144500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1111,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220903_144500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.6478,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220903_144500.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1447,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220903_144500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1056,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220903_144500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1183,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220903_144500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1436,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220903_144500.wav
