Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1599,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220816_104500.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.1202,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220816_104500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1813,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220816_104500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1475,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220816_104500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1670,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220816_104500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.8924,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220816_104500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.6653,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220816_104500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.4846,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220816_104500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.7204,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220816_104500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.7216,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220816_104500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.6020,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220816_104500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1528,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER4\MER4_20220816_104500.wav
