Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Marmota marmota,Alpine Marmot,0.1017,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1322,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1387,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.3596,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.2911,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.2493,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.2590,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1240,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.2304,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.2504,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.3782,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1324,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1776,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.3659,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1047,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.2638,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1675,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1484,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220530_140000.wav
