Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Marmota marmota,Alpine Marmot,0.1549,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220803_183000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1095,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220803_183000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1374,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220803_183000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1062,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220803_183000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1303,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220803_183000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1417,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220803_183000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1396,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220803_183000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.3609,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220803_183000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1093,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220803_183000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.2872,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220803_183000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.2594,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220803_183000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.2687,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220803_183000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1373,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220803_183000.wav
