Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1094,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220702_083000.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.2418,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220702_083000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1650,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220702_083000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.2291,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220702_083000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1181,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220702_083000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1218,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220702_083000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1501,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220702_083000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.2069,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220702_083000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1306,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220702_083000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1382,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220702_083000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1237,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220702_083000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1788,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220702_083000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1569,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220702_083000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1026,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220702_083000.wav
