Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1293,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220611_093000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1560,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220611_093000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.3456,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220611_093000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1335,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220611_093000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1081,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220611_093000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.3094,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220611_093000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.3163,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220611_093000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1902,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220611_093000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.4580,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220611_093000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.3422,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220611_093000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.2325,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220611_093000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1350,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220611_093000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.2342,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220611_093000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1387,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220611_093000.wav
