Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Marmota marmota,Alpine Marmot,0.1039,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220606_061500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1829,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220606_061500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1281,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220606_061500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1555,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220606_061500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1833,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220606_061500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1303,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220606_061500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1273,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220606_061500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1070,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220606_061500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1976,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220606_061500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1799,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220606_061500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.2382,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220606_061500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1850,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220606_061500.wav
