Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Marmota marmota,Alpine Marmot,0.1214,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220801_080000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.2577,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220801_080000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1287,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220801_080000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.3743,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220801_080000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.5598,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220801_080000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1570,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220801_080000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.5274,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220801_080000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.3812,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220801_080000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1531,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220801_080000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.3840,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220801_080000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.4539,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220801_080000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.3463,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220801_080000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.3372,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220801_080000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1878,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220801_080000.wav
