Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1610,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220602_154500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1002,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220602_154500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1030,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220602_154500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1403,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220602_154500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1013,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220602_154500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1665,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220602_154500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.2282,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220602_154500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1494,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220602_154500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.3870,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220602_154500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1333,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220602_154500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1158,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\VTN6\VTN6_20220602_154500.wav
