Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1339,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220728_091500.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.5276,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220728_091500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1314,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220728_091500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1889,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220728_091500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1602,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220728_091500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1684,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220728_091500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1220,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220728_091500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.3314,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220728_091500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1060,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220728_091500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1720,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220728_091500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1113,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220728_091500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.2062,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220728_091500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1287,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220728_091500.wav
