Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Marmota marmota,Alpine Marmot,0.1012,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220812_110000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1067,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220812_110000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1360,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220812_110000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1766,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220812_110000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.2133,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220812_110000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.2361,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220812_110000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.3128,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220812_110000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.2032,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220812_110000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.2460,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220812_110000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1334,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220812_110000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1627,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220812_110000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1340,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220812_110000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.2064,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220812_110000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.2436,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220812_110000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1204,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220812_110000.wav
