Start (s),End (s),Scientific name,Common name,Confidence,File
9.0,12.0,Marmota marmota,Alpine Marmot,0.1215,D:/ORCHAMP_SON_2022/recs\MER4\MER4_20220818_114500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.3265,D:/ORCHAMP_SON_2022/recs\MER4\MER4_20220818_114500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1569,D:/ORCHAMP_SON_2022/recs\MER4\MER4_20220818_114500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1276,D:/ORCHAMP_SON_2022/recs\MER4\MER4_20220818_114500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1850,D:/ORCHAMP_SON_2022/recs\MER4\MER4_20220818_114500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1433,D:/ORCHAMP_SON_2022/recs\MER4\MER4_20220818_114500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1494,D:/ORCHAMP_SON_2022/recs\MER4\MER4_20220818_114500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1720,D:/ORCHAMP_SON_2022/recs\MER4\MER4_20220818_114500.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.2888,D:/ORCHAMP_SON_2022/recs\MER4\MER4_20220818_114500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1421,D:/ORCHAMP_SON_2022/recs\MER4\MER4_20220818_114500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1519,D:/ORCHAMP_SON_2022/recs\MER4\MER4_20220818_114500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1102,D:/ORCHAMP_SON_2022/recs\MER4\MER4_20220818_114500.wav
