Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1167,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220728_120000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1147,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220728_120000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1327,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220728_120000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1006,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220728_120000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1454,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220728_120000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1283,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220728_120000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1591,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220728_120000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1148,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220728_120000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1415,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220728_120000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.2250,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220728_120000.wav
