Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1035,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220517_051500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1049,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220517_051500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1106,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220517_051500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1539,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220517_051500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1096,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220517_051500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1070,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220517_051500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1669,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220517_051500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1369,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220517_051500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1004,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220517_051500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.2016,D:/ORCHAMP_SON_2022/recs\VTN4\VTN4_20220517_051500.wav
