Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1457,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220802_204500.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.1237,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220802_204500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1298,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220802_204500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1984,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220802_204500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1344,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220802_204500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1704,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220802_204500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1200,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220802_204500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1013,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220802_204500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1903,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220802_204500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1058,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220802_204500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1161,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220802_204500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1228,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220802_204500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1014,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220802_204500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1185,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220802_204500.wav
