Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.2322,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220828_060000.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.2935,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220828_060000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1104,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220828_060000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1523,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220828_060000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1388,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220828_060000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.4692,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220828_060000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.2921,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220828_060000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.4115,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220828_060000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1923,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220828_060000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.3103,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220828_060000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.3170,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220828_060000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.2219,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220828_060000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.3899,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220828_060000.wav
