Start (s),End (s),Scientific name,Common name,Confidence,File
9.0,12.0,Marmota marmota,Alpine Marmot,0.1984,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220709_163000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.3725,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220709_163000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.2558,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220709_163000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1869,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220709_163000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1007,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220709_163000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1367,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220709_163000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1541,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220709_163000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1204,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220709_163000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.2781,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220709_163000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1407,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220709_163000.wav
