Start (s),End (s),Scientific name,Common name,Confidence,File
9.0,12.0,Marmota marmota,Alpine Marmot,0.1572,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220705_070000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.3452,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220705_070000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1934,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220705_070000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.5998,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220705_070000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.4675,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220705_070000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.3029,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220705_070000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.6906,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220705_070000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.4152,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220705_070000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.4227,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220705_070000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1350,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220705_070000.wav
