Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.5448,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220818_121500.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.4538,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220818_121500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.3354,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220818_121500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.7144,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220818_121500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.7070,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220818_121500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.2125,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220818_121500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.7360,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220818_121500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.7308,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220818_121500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.6427,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220818_121500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.8654,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220818_121500.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.8126,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220818_121500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.5245,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220818_121500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1838,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220818_121500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1471,D:/ORCHAMP_SON_2022/recs\MER3\MER3_20220818_121500.wav
