Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1126,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220708_221500.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.1835,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220708_221500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1935,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220708_221500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.2322,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220708_221500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1406,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220708_221500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1253,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220708_221500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1671,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220708_221500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1287,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220708_221500.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1406,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220708_221500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.2088,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220708_221500.wav
