Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1292,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220711_000000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.2702,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220711_000000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.3276,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220711_000000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1583,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220711_000000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.2151,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220711_000000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1732,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220711_000000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.2162,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220711_000000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1193,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220711_000000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1681,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220711_000000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1436,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220711_000000.wav
