Start (s),End (s),Scientific name,Common name,Confidence,File
6.0,9.0,Marmota marmota,Alpine Marmot,0.3825,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220507_050000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1341,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220507_050000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.2534,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220507_050000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1849,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220507_050000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.2365,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220507_050000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1243,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220507_050000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.2359,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220507_050000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1615,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220507_050000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1223,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220507_050000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.2197,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220507_050000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1744,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220507_050000.wav
