Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Marmota marmota,Alpine Marmot,0.1129,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220504_183000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.2399,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220504_183000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.2715,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220504_183000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1505,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220504_183000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1781,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220504_183000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.3819,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220504_183000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1927,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220504_183000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.2204,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220504_183000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1867,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220504_183000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1935,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220504_183000.wav
