Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1417,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220607_194500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.3990,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220607_194500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1157,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220607_194500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1223,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220607_194500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1129,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220607_194500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1403,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220607_194500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.2468,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220607_194500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1476,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220607_194500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.2879,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220607_194500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1173,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220607_194500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1122,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220607_194500.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1389,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220607_194500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1600,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220607_194500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1314,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220607_194500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1779,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220607_194500.wav
