Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.2372,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220616_033000.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.3322,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220616_033000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1528,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220616_033000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1352,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220616_033000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1027,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220616_033000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.2790,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220616_033000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1006,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220616_033000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.4289,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220616_033000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1777,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220616_033000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.6861,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220616_033000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1015,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220616_033000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1893,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220616_033000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1316,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220616_033000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1824,D:/ORCHAMP_SON_2022/recs\PEC4\PEC4_20220616_033000.wav
