Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Marmota marmota,Alpine Marmot,0.9243,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220603_161500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.9458,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220603_161500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.4503,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220603_161500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.7947,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220603_161500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.9642,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220603_161500.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.7295,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220603_161500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.9028,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220603_161500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.7056,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220603_161500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.8949,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220603_161500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.2998,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220603_161500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.9481,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220603_161500.wav
