Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1420,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220814_200000.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.1179,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220814_200000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1313,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220814_200000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1663,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220814_200000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.2204,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220814_200000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1086,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220814_200000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1525,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220814_200000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1422,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220814_200000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1400,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220814_200000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1876,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220814_200000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1153,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220814_200000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.2401,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220814_200000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1087,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220814_200000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.3028,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220814_200000.wav
