Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.7586,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.3187,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.2144,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.3711,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1574,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1587,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.5143,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.8200,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.6722,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1862,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.6272,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.2316,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1157,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1336,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.3519,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.5033,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1563,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM3\ARM3_20220723_180000.wav
