Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.9264,D:/ORCHAMP_SON_2022/recs\MER5\MER5_20220903_150000.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.2885,D:/ORCHAMP_SON_2022/recs\MER5\MER5_20220903_150000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.9801,D:/ORCHAMP_SON_2022/recs\MER5\MER5_20220903_150000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.9974,D:/ORCHAMP_SON_2022/recs\MER5\MER5_20220903_150000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.9209,D:/ORCHAMP_SON_2022/recs\MER5\MER5_20220903_150000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.9683,D:/ORCHAMP_SON_2022/recs\MER5\MER5_20220903_150000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1715,D:/ORCHAMP_SON_2022/recs\MER5\MER5_20220903_150000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.9488,D:/ORCHAMP_SON_2022/recs\MER5\MER5_20220903_150000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.6516,D:/ORCHAMP_SON_2022/recs\MER5\MER5_20220903_150000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.7992,D:/ORCHAMP_SON_2022/recs\MER5\MER5_20220903_150000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.8272,D:/ORCHAMP_SON_2022/recs\MER5\MER5_20220903_150000.wav
