Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Marmota marmota,Alpine Marmot,0.1591,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220619_173000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1639,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220619_173000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1743,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220619_173000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.2202,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220619_173000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.2757,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220619_173000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1107,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220619_173000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1801,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220619_173000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1325,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220619_173000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1039,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220619_173000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1811,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220619_173000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1415,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220619_173000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1173,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220619_173000.wav
