Start (s),End (s),Scientific name,Common name,Confidence,File
24.0,27.0,Marmota marmota,Alpine Marmot,0.1080,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220429_154500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.2126,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220429_154500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1772,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220429_154500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1753,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220429_154500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1591,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220429_154500.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1005,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220429_154500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1896,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220429_154500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1445,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220429_154500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1226,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220429_154500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1922,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220429_154500.wav
