Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.3019,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.2181,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.2101,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1848,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1096,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1897,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.2270,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.2251,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1080,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.3450,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1398,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1027,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1368,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1475,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1985,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1808,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1185,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1109,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220708_143000.wav
