Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1533,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220723_104500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1418,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220723_104500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1265,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220723_104500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1154,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220723_104500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1237,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220723_104500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.3663,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220723_104500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.2247,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220723_104500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.3192,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220723_104500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1752,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220723_104500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1164,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220723_104500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1254,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220723_104500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1303,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\PEC3\PEC3_20220723_104500.wav
