Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1286,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER7\MER7_20220814_041500.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.2197,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER7\MER7_20220814_041500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1802,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER7\MER7_20220814_041500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1360,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER7\MER7_20220814_041500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1155,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER7\MER7_20220814_041500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1082,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER7\MER7_20220814_041500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1123,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER7\MER7_20220814_041500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1122,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER7\MER7_20220814_041500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1569,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER7\MER7_20220814_041500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1089,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER7\MER7_20220814_041500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1189,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER7\MER7_20220814_041500.wav
