;filename;truth;score;trueEngine
0;ARM3_20220505_100000_000.wav;0;0.018870817497372627;0
1;ARM3_20220505_100000_001.wav;0;0.0014642912428826094;0
2;ARM3_20220505_100000_002.wav;0;0.008282831870019436;0
3;ARM3_20220505_100000_003.wav;0;0.009550550021231174;0
4;ARM3_20220505_100000_004.wav;0;0.011612440459430218;0
5;ARM3_20220505_100000_005.wav;0;0.008707617409527302;0
6;ARM3_20220505_100000_006.wav;0;0.019791485741734505;0
7;ARM3_20220505_100000_007.wav;0;0.0018035492394119501;0
8;ARM3_20220505_100000_008.wav;0;0.025516649708151817;0
9;ARM3_20220505_100000_009.wav;0;0.004828065168112516;0
10;ARM3_20220505_100000_010.wav;0;0.2176588773727417;0
11;ARM3_20220505_100000_011.wav;0;0.04507892578840256;0
12;ARM3_20220505_100000_012.wav;0;0.05511876568198204;0
13;ARM3_20220505_100000_013.wav;0;0.05953102931380272;0
14;ARM3_20220505_100000_014.wav;0;0.03890065848827362;0
15;ARM3_20220505_100000_015.wav;0;0.06973390281200409;0
16;ARM3_20220505_100000_016.wav;0;0.04478474706411362;0
17;ARM3_20220505_100000_017.wav;0;0.06971772760152817;0
18;ARM3_20220505_100000_018.wav;0;0.030108410865068436;0
19;ARM3_20220505_100000_019.wav;0;0.08940113335847855;0
20;ARM3_20220505_190000_000.wav;0;0.06950895488262177;0
21;ARM3_20220505_190000_001.wav;0;0.8765094876289368;0
22;ARM3_20220505_190000_002.wav;0;0.04511626437306404;0
23;ARM3_20220505_190000_003.wav;0;0.014588219113647938;0
24;ARM3_20220505_190000_004.wav;0;0.003576171351596713;0
25;ARM3_20220505_190000_005.wav;0;0.018154950812458992;0
26;ARM3_20220505_190000_006.wav;0;0.002119889482855797;0
27;ARM3_20220505_190000_007.wav;0;0.0012338332599028945;0
28;ARM3_20220505_190000_008.wav;0;0.0009111631661653519;0
29;ARM3_20220505_190000_009.wav;0;0.004059724975377321;0
30;ARM3_20220505_190000_010.wav;0;0.014000835828483105;0
31;ARM3_20220505_190000_011.wav;0;0.004316880367696285;0
32;ARM3_20220505_190000_012.wav;0;0.0133390286937356;0
33;ARM3_20220505_190000_013.wav;0;0.028724199160933495;0
34;ARM3_20220505_190000_014.wav;0;0.02632877230644226;0
35;ARM3_20220505_190000_015.wav;0;0.006444348953664303;0
36;ARM3_20220505_190000_016.wav;0;0.0022711828351020813;0
37;ARM3_20220505_190000_017.wav;0;0.002255091443657875;0
38;ARM3_20220505_190000_018.wav;0;0.013847972266376019;0
39;ARM3_20220505_190000_019.wav;0;0.00120812957175076;0
40;ARM3_20220506_030000_000.wav;0;0.001195955672301352;0
41;ARM3_20220506_030000_001.wav;0;0.0031276734080165625;0
42;ARM3_20220506_030000_002.wav;0;0.0060959467664361;0
