Start (s),End (s),Scientific name,Common name,Confidence,File
6.0,9.0,Marmota marmota,Alpine Marmot,0.1110,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\MER4\MER4_20220828_234500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1004,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\MER4\MER4_20220828_234500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1119,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\MER4\MER4_20220828_234500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1551,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\MER4\MER4_20220828_234500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1739,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\MER4\MER4_20220828_234500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1963,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\MER4\MER4_20220828_234500.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.2918,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\MER4\MER4_20220828_234500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1530,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\MER4\MER4_20220828_234500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1715,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\MER4\MER4_20220828_234500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.2008,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\MER4\MER4_20220828_234500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1406,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\MER4\MER4_20220828_234500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1171,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\MER4\MER4_20220828_234500.wav
