Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.9865,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.9850,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.9910,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.9901,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.9765,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.6099,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.6893,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.3452,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.8731,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1209,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.9875,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.7516,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.9805,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1047,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.3095,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.3642,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.6448,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.3918,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM3\ARM3_20220629_091500.wav
