Start (s),End (s),Scientific name,Common name,Confidence,File
18.0,21.0,Marmota marmota,Alpine Marmot,0.1197,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220901_174500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1483,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220901_174500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1317,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220901_174500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1238,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220901_174500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1494,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220901_174500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.2551,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220901_174500.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.2428,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220901_174500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1177,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220901_174500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1756,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220901_174500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.2391,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220901_174500.wav
