Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1002,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220903_094500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.8589,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220903_094500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.2234,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220903_094500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1277,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220903_094500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1858,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220903_094500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1776,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220903_094500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1049,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220903_094500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.2406,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220903_094500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1236,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220903_094500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1230,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER5\MER5_20220903_094500.wav
