Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Marmota marmota,Alpine Marmot,0.1379,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220623_093000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1595,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220623_093000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.2082,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220623_093000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1393,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220623_093000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1659,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220623_093000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1125,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220623_093000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1165,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220623_093000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1363,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220623_093000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1828,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220623_093000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1004,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220623_093000.wav
