Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.2554,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220506_043000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.6153,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220506_043000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.2452,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220506_043000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1081,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220506_043000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.2674,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220506_043000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1076,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220506_043000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1247,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220506_043000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1567,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220506_043000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1624,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220506_043000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1007,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220506_043000.wav
