Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.2464,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220624_081500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1473,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220624_081500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1531,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220624_081500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1060,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220624_081500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1179,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220624_081500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1035,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220624_081500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1096,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220624_081500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.3732,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220624_081500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1406,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220624_081500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1705,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220624_081500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1082,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220624_081500.wav
