Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1506,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220607_034500.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.2209,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220607_034500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1393,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220607_034500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1051,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220607_034500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1399,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220607_034500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1458,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220607_034500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1350,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220607_034500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1230,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220607_034500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1877,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220607_034500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.2177,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220607_034500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1625,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220607_034500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1525,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220607_034500.wav
