Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Marmota marmota,Alpine Marmot,0.1269,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220605_040000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1384,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220605_040000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.2299,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220605_040000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1125,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220605_040000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1980,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220605_040000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1030,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220605_040000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1630,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220605_040000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.2073,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220605_040000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1219,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220605_040000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1428,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220605_040000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1138,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220605_040000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1290,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220605_040000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1646,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220605_040000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1233,D:/ORCHAMP_SON_2022/recs\PEC3\PEC3_20220605_040000.wav
