Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Marmota marmota,Alpine Marmot,0.1653,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220823_174500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1616,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220823_174500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1497,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220823_174500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1789,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220823_174500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1121,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220823_174500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1425,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220823_174500.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1774,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220823_174500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1171,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220823_174500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1227,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220823_174500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1211,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220823_174500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1669,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220823_174500.wav
