Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.2237,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220627_111500.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.1021,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220627_111500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1229,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220627_111500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1063,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220627_111500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1079,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220627_111500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1061,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220627_111500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.2051,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220627_111500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1292,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220627_111500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.3728,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220627_111500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.2635,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220627_111500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1287,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220627_111500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1398,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220627_111500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1243,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220627_111500.wav
