Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1263,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220717_114500.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.1424,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220717_114500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1173,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220717_114500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1434,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220717_114500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1693,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220717_114500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1904,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220717_114500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1864,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220717_114500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1110,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220717_114500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1354,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220717_114500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1588,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220717_114500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1902,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220717_114500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.2255,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220717_114500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1278,D:/ORCHAMP_SON_2022/recs\VTN6\VTN6_20220717_114500.wav
