Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.2023,D:/ORCHAMP_SON_2022/recs\VTN1\VTN1_20220602_034500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1353,D:/ORCHAMP_SON_2022/recs\VTN1\VTN1_20220602_034500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1140,D:/ORCHAMP_SON_2022/recs\VTN1\VTN1_20220602_034500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1195,D:/ORCHAMP_SON_2022/recs\VTN1\VTN1_20220602_034500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1250,D:/ORCHAMP_SON_2022/recs\VTN1\VTN1_20220602_034500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1324,D:/ORCHAMP_SON_2022/recs\VTN1\VTN1_20220602_034500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1366,D:/ORCHAMP_SON_2022/recs\VTN1\VTN1_20220602_034500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1477,D:/ORCHAMP_SON_2022/recs\VTN1\VTN1_20220602_034500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1097,D:/ORCHAMP_SON_2022/recs\VTN1\VTN1_20220602_034500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1509,D:/ORCHAMP_SON_2022/recs\VTN1\VTN1_20220602_034500.wav
