Start (s),End (s),Scientific name,Common name,Confidence,File
12.0,15.0,Marmota marmota,Alpine Marmot,0.1207,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER3\MER3_20220721_204500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1166,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER3\MER3_20220721_204500.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1328,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER3\MER3_20220721_204500.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1656,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER3\MER3_20220721_204500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1539,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER3\MER3_20220721_204500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1682,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER3\MER3_20220721_204500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1196,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER3\MER3_20220721_204500.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1866,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER3\MER3_20220721_204500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1014,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER3\MER3_20220721_204500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1444,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER3\MER3_20220721_204500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1757,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER3\MER3_20220721_204500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1334,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\MER3\MER3_20220721_204500.wav
