Start (s),End (s),Scientific name,Common name,Confidence,File
6.0,9.0,Marmota marmota,Alpine Marmot,0.1135,D:/ORCHAMP_SON_2022/recs\VTN2\VTN2_20220709_003000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1336,D:/ORCHAMP_SON_2022/recs\VTN2\VTN2_20220709_003000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1387,D:/ORCHAMP_SON_2022/recs\VTN2\VTN2_20220709_003000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1177,D:/ORCHAMP_SON_2022/recs\VTN2\VTN2_20220709_003000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1346,D:/ORCHAMP_SON_2022/recs\VTN2\VTN2_20220709_003000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1389,D:/ORCHAMP_SON_2022/recs\VTN2\VTN2_20220709_003000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1211,D:/ORCHAMP_SON_2022/recs\VTN2\VTN2_20220709_003000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1296,D:/ORCHAMP_SON_2022/recs\VTN2\VTN2_20220709_003000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1112,D:/ORCHAMP_SON_2022/recs\VTN2\VTN2_20220709_003000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1443,D:/ORCHAMP_SON_2022/recs\VTN2\VTN2_20220709_003000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1017,D:/ORCHAMP_SON_2022/recs\VTN2\VTN2_20220709_003000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1432,D:/ORCHAMP_SON_2022/recs\VTN2\VTN2_20220709_003000.wav
