Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.3164,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220711_220000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.3050,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220711_220000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.2768,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220711_220000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1307,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220711_220000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.2172,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220711_220000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1931,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220711_220000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1992,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220711_220000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.2633,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220711_220000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.3993,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220711_220000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1810,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220711_220000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.2116,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220711_220000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1513,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220711_220000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1055,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220711_220000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1937,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220711_220000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.2210,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220711_220000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1659,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220711_220000.wav
